,date,title,isEdited,userName,review,rating,Company_name
84,2020-02-08 16:48:55,Don’t waste your time,False,rjpa54,"Installed the app because my family regularly visits Boston Market. 

Each time I go I give the cashier my phone number so the purchase will be credited to my rewards. The receipt indicates how many points you have earned 

To date, I have never received any reward points on the app. The phone number associated with the app is the same one given with each visit.  

My Thanksgiving and Christmas orders, as well as my monthly family orders over the past year were never credited.  A few hundred dollars. 

Skip the app it only get 1 star because there is no 0 star, and just enjoy the food which gets 5 stars.",1,Boston Market
85,2019-05-10 21:36:24,Doesn't Take Gift Cards,False,Nickadamstv,The app doesn't accept Boston Market gift cards when ordering and there's also no option to pay at pickup so gift cards just can't be used for mobile orders. Seems like a major item to miss for a fast food ordering app.,3,Boston Market
86,2019-11-25 17:38:58,Why update it if it doesn't work?,False,IntempestaNox,"I see the app changed a bit.  I headed in, took a while to get the login to work but once in, I apparently had to start over on my profile.  About to click on order and the app crashed.  Yikes.",3,Boston Market
87,2022-02-23 23:14:31,No Good,False,Nadia Newrirk,I received an e gift card from a friend. Couldn’t use it on the app. I checked it online and the card has $50 on it but the app won’t let me use it. Called the local store and they couldn’t help. I’m disabled and can’t get there to use the gift card. So Boston Market has my $50 and I have no food. Thanks for nothing.,1,Boston Market
88,2020-08-18 17:46:06,"TRASH,",False,T. Coffield,"It’s sad so many of my old time favs are just wasting away. Not many BM in my area, but I was happy to see they had an app as well as delivery service. 

Well, I tried creating an account but it took 24hrs to register to their system, but I still couldn’t log in. I uninstalled / reinstalled app still nothing. Just give it up,",1,Boston Market
89,2019-01-30 02:13:07,Missing “check in”,False,lsales4363,I like to place orders for curbside pickup but the app is missing a check in feature.  The staff tells me I should be able to indicate I’ve arrived (it does ask me what my car looks like) but it doesn’t have anything to do that.,3,Boston Market
90,2019-09-18 17:42:40,Great app!,False,B.ooshkin,Makes ordering super easy! I use the reorder which is like 3 clicks. Plus I can track my rewards on the app too. Makes the experience overall great.,5,Boston Market
91,2019-06-18 01:46:32,Typical Fast Casual Restaurant App,False,Stephen #2,"Decent app, not the best, not the worst I’ve used as far as restaurant apps go. I really wish you could use a Boston Market gift card as payment in the app or even ApplePay.",5,Boston Market
92,2020-08-12 23:28:47,Great,False,gahoie402,Great service. Quite packed but everyone was trying hard. Working hard as a team👍🏼😀,5,Boston Market
93,2020-11-25 18:05:11,App not taking card payment,False,Legion 73,I keep receiving an error message saying sun of payment method must equal sum of order total. However I’ve verified with my bank that my card is active and working and that there is plenty of funds for my order.   First time user and was ordering Thanksgiving dinner I’m Very disappointed.,1,Boston Market
94,2021-05-08 03:53:48,SLOWLY APP WITH YUCKY TASTE CHICKEN.,False,Ifone_lover,"Yesterday It was my last order from Boston market . The app is terrible slow no tracking order, only show ready in about one hour then it took more than 2 hours to finally get the meal, it’s cold taste like left over food from overnight.
Deleted the app right away from my phone and go to Chick-fil-a for a fresh chicken.",1,Boston Market
95,2020-04-28 21:57:17,Easy App & Delicious Food!!!,False,Smart & Thrifrty Mama,"The app was easy to maneuver, I could even use a coupon!  The pick up was fast & food was delicious!",5,Boston Market
96,2020-07-13 21:32:55,Can’t customize,False,FoodieAF,"They need to fix the fact that you can’t customize, like the carver sandwiches. Nowhere to click “no lettuce”. Overall, not bad.",4,Boston Market
97,2021-11-21 19:23:10,Boston market,False,SC momma5,The app is so easy to use but I do wish the app offered more available coupons.,4,Boston Market
98,2018-08-02 21:40:33,Still have to call it in.,False,sugarkids,"Ordered online for 2 dinners and when I chose 4 sides it only listed 2 items (+added sides)had to call and clarify which sides. Lucky I did, both “items added”were wrong...

Don’t make it so complicated!",3,Boston Market
99,2021-10-13 19:47:08,The app stinks!,False,JP1075,"I tried to order ahead for pickup, and it keeps telling me my selected payment methods must equal total. I KNOW THEY DO THAT ALREADY! Not the first time it’s happened, so from now on if you’re in a hurry for picking up meal, don’t use app. Allow time to go in and place order.",2,Boston Market
100,2020-07-22 22:40:04,Very good,False,Kenblue1960,So far so good. I have used it twice. Not a problem. Will use again,5,Boston Market
101,2019-12-07 00:53:44,Never have what you order when you get there,False,KatieCat81,Shocker!  Second time in a row I arrived to pick up my order and they didn’t have it.  Today was a 43 minute wait for chicken.  Chicken?  Isn’t that all you do?  Last time using this app.  It never tells you not available.  They don’t tell you until you drive there.,1,Boston Market
102,2020-04-10 18:43:43,Good app!,False,maralonso,"Easy to use, laid out really well, ordering and payment are convenient.",5,Boston Market
103,2019-03-25 23:41:31,The worst,False,customer VIP rewards,"Never able to use the promo codes, takes FOREVER to load and order. I wouldn’t use it except I hate to go there and wait for them to prepare the order. Usually by the time I am finished ordering, there’s a glitch
And I have to reload the page and re-order. Too time consuming. Can’t order Cod on Fridays on the app. Nor prime rib.",1,Boston Market
104,2021-08-18 21:38:16,Couldn’t add sauce,False,Xoneix978,I was able to order my food but when I went to add to bag on certain items it told me to select a sauce and there was no place to do so. Other than that it’s a good app.,3,Boston Market
105,2021-06-17 22:08:23,Not worth it,False,Unhappy1980,You build up points to get coupons. The coupons always have an “error” when you try to apply to your order. Then it won’t give you the points back even though you didn’t get to use it,1,Boston Market
106,2020-10-23 20:05:34,Doesn’t work,False,Cmidnightsky,"I can’t check out. It keeps bouncing back to the pop up asking for the car description and won’t let me get past that. 
I tried the website and it doesn’t offer curbside as an option and it wouldn’t let me log in.",1,Boston Market
107,2020-10-18 21:43:10,Order pick up,False,Ann1499,I would love if the app would allow you to designate the pick up time... a delayed pickup would be nice.,4,Boston Market
108,2021-10-04 16:07:46,Easy to use,False,Spvice,Works great user-friendly,5,Boston Market
109,2020-08-23 18:00:56,No gift card access,False,arriba21,Payment types do not allow gift cards???? You can buy them but not use them! Thank you!,3,Boston Market
110,2020-04-16 22:24:45,Can’t enter vehicle info for curbside,False,DMLewis75,"When I try to enter vehicle info for curbside, it will not take the info. I click save and it immediately opens the vehicle modal again. It’s a loop. Very frustrating.",3,Boston Market
111,2020-03-30 13:35:34,Prime rib,False,buiphat1980,"Please put prime rib on the menu, I know that you only have after 4:00PM, you can put the note on the item that, only available at 4:00 PM! You prime rib is good!",4,Boston Market
112,2020-01-09 13:42:44,How does points work.,False,ian brandsdorfer,There is no customer service to call how the points system works. I don’t see anyplace on the app how it works. So for now I am using the coupons buy one get one free. The only thing is good to eat is the chicken and the pot pies. Also why isn’t any hot beverages to drink?,2,Boston Market
113,2019-10-29 22:04:09,Unusable unless you have all the time in the world,False,easyyy333,"Very arduous process use. Makes you fill out a long registration form. Them makes you manually type your credit card. No Apple Pay. If you try to curbside pickup there is no communication that it is coming or not. 

Try to order something. Painful.",1,Boston Market
114,2020-08-08 17:58:32,Delicious Food,False,pa linzy,Always good and delicious!!  Look forward to having a wonderful meal coming here!,5,Boston Market
115,2019-12-01 20:17:53,Always crashes,False,CoolNorm,I’ve never been able to actually place an order through this app because it always crashes when I add something to my order. I’ve tried uninstalling/reinstalling and nothing works. Why have a rewards app if it doesn’t work?,1,Boston Market
116,2017-11-14 23:04:32,Should be so much better,False,fair and acceptable,"Easy to order, but what’s the difference between reg and large mashed potatoes? You won’t be able to tell. Come on, Boston market... your customers should be able to see serving size and nutrition information.",2,Boston Market
117,2020-07-21 04:23:52,Good Home cooking to go!,False,Everyone's Nana,"I love the food at Boston Market. It is what I like to make when I cook. (Except I don’t have a rotisserie.)

The prices are reasonable and the options are great.",4,Boston Market
118,2020-08-24 22:38:50,Rewards,False,Toy217,Is not easy to see how to use points prior to paying,4,Boston Market
119,2022-01-13 13:55:49,Don’t think this works,False,laundry queeen,I’ve purchased in store a couple times and haven’t received any points in the app,3,Boston Market
120,2020-10-12 16:37:22,Free food!,False,Jazzyjjjjj18momma,Favorite restaurant! I eat here all the time and I love that I can get free food now from rewards!,5,Boston Market
121,2020-07-22 22:56:53,Time of order,False,Marvalisa Tarrant-hall,Order was pre place should have been ready at 6:34pm it is now 7:06pm and I am still waiting...,3,Boston Market
122,2019-01-02 23:46:04,Gift Certificate,False,Cbage55,There is no way to pay with a gift certificate when ordering online which makes zero “cents”. I’m sure I would order more if they had this option since I have a bunch of gift cards.,2,Boston Market
123,2020-11-15 01:26:04,never received food,False,gabioneil,"i ordered a meal for delivery off of the boston market app, 30 mins after the expected delivery time my food still had not come so i called the store. they said that the delivery is routed through grubhub or door dash and they have nothing to do with it. so i never got the food, couldn’t contact the driver, and boston market couldn’t cancel the charge bc it went through another company. had to dispute with my credit card. just order through grubhub",1,Boston Market
124,2020-05-24 13:07:21,Never disappointed!,False,rtnh2020,I just love the quality and freshness of the food. The BOGO specials are nice too 😉,5,Boston Market
125,2020-08-28 22:53:40,Understaffed,False,Mark Rovere,Have to wait additional 10 minutes after promised time to pickup order.,3,Boston Market
126,2020-03-11 17:36:36,Easy and useful,False,Raidersvick,Easy and convenient,5,Boston Market
127,2020-10-22 03:01:23,I waited until after 4 to place my order fo prime rib,False,jonb c,Since I am a disabled 86 year old veteran I had a friend go and pick up the order when she got there she was told that hey were out no more Boston Market for me. Why place an order and dont get it?,1,Boston Market
128,2020-05-24 21:51:37,Won’t take my car for curbside,False,2rescueYou,I check out and enter my car and it keeps popping up the car selection. Wasted 20 minutes.,2,Boston Market
129,2020-01-17 18:27:11,Ineffective redesign,False,Aaaahhhhh!!!!,"Incredibly, Boston Market refrained their app and made it WORSE. Hard to figure out how to order anything, and still can’t order prime rib and other specialty dishes through the app. Not sure what the point is of the redesign, they must have extra money to spend or something.",1,Boston Market
130,2019-11-15 02:22:56,Boston Market?,False,Bobldenny2,Only 1 restaurant in area. Whenever you try to order from the 3rd St. and Bell location the app says unable to contact restaurant. Not going to drive 7-8 miles to a restaurant and not know if they have what we want or even if it’s still on open restaurant. They’ve closed most in Phoenix AZ.,1,Boston Market
131,2018-03-16 00:23:39,Love to order ahead,False,Stormy08,"It’s great to order ahead and pick up with out a wait. However, need option for sauce on the side.",4,Boston Market
132,2020-09-18 00:58:01,Fast and Healthy,False,Sontone,"Boston Market is healthy, served fast and nothing but a great menu!!!",5,Boston Market
133,2019-05-29 22:54:21,Food Selection,False,SmoothSax,"When ordering the rotisserie chicken, you do not have an option for half dark, or quarter dark selection. There’s only half rotisserie",3,Boston Market
134,2021-09-27 17:26:30,Can’t add receipts to my rewards,False,happy_lalala,I didn’t know I need to mention my phone number when I order from the restaurant. And I tried to claim points using the receipts afterward. It keeps saying the information I enter does not match. Help please!!!,1,Boston Market
135,2021-09-16 18:18:59,Error message,False,eileenPC,Ok so I need this fixed or I can’t order any food. It says the sum of your order must be equal to the amount paid. It makes no sense . As of now I can’t get food.,2,Boston Market
136,2019-07-09 22:37:53,Excellent service,False,Shade b,"They were so fast, accurate, and courteous. The food was very delicious. I love this place.",5,Boston Market
137,2020-05-21 21:46:23,Deceptive,False,Bait and switch no more!,Online pricing is higher than store price. I try to order food ahead online for pickup and the price I’m charged 10-20% higher than the store price. What kind me of scam is that?  I shouldn’t be charged extra for ordering ahead!,1,Boston Market
138,2020-10-25 22:41:18,"Good food, for price",False,Amateurweatherbug,"Boston Market, is my “go-to” when I don’t want to cook.",5,Boston Market
139,2020-08-01 00:23:51,I love the service,False,Melovemary,All workers are very welcome ant the food is delicious I totally recommend it thanks,5,Boston Market
140,2020-07-28 00:00:46,Boston market,False,207kim,Wonderful place delicious food,5,Boston Market
141,2020-02-16 03:40:09,Literally just copy chipotle and you’ll be fine,False,Davv84627,Read the title. Look at their app and do that. Not too hard to business correctly here. Doesn’t take too much brain power to see how you copy their rewards plan but execute it way worse,1,Boston Market
142,2018-09-07 19:11:09,Can’t pay with a gift card,False,Jack's dad DEF,"I should be able to pay with a gift card, or at least choose to pay in-store so I can use it then.",2,Boston Market
143,2021-01-09 18:55:59,Checkout,False,angelpnj,"Would be pretty good, but when I go to enter my car info, it won't accept it. It's a Ford Focus, nothing exotic. Should not be a bug still at this point.",2,Boston Market
144,2020-07-31 22:56:56,Missing Apple Pay,False,tmtech,Otherwise a good app. Easy to use.,4,Boston Market
145,2019-12-29 14:34:10,App need update... I have a notification that will not go away.,False,MyItunes_2020,"I have tried to notify the company about app issues, no luck.",3,Boston Market
146,2020-10-24 22:41:23,Good food but...,False,robert0915,"BostonMarket is suffering from this pandemic with not so good food, but it’s acceptable. Didn’t get cornbread for some reason. Still, enjoined.",4,Boston Market
147,2020-10-21 22:48:40,App is fine. Service not.,False,Angry Mom 44123,They really shouldn’t make curbside an option if the store is not staffed to provide this service. I could have gotten my order faster standing in line.,1,Boston Market
148,2019-07-18 17:52:00,Bad Customer Service,False,dragon1234557,Arrived at location to pickup my online order.  Told me they are out of meatloaf and I had to wait 30 minutes for it.  This kind of service is unacceptable.  And on top of that they didn’t even apologize for the wait!,1,Boston Market
149,2019-04-20 16:21:40,Chicken prices,False,boston markwt,The app prices have gone up two dollars since the beginning of the year - it’s cheaper to order in the store - if the app continuity charge additional money I won’t be using it - chicken in the store is 9 something app charges almost 11,1,Boston Market
150,2018-05-19 16:53:12,Full menu as Prime rib not listed on app menu? why,False,Gus Lavidas,love the idea but list Prime rib also and let the customer ordering have option to call and speak to some one also about there order being placed as kids allergies and what sizes the side orders we want..,1,Boston Market
151,2021-07-25 20:44:48,Piece of Crap,False,Anaisa127,"This app only passed my order to Doordash, but when it didn’t show up they both pointed fingers at one another. You’re better off ordering through Doordash or another food delivery app.",1,Boston Market
152,2019-07-01 16:42:05,App is fine,False,Partygirlppooii,"The app is fine. But somehow whenever I order online and go to pick it up, it’s a crapshoot if they’ve lost the order. Or if it’s ready.  They need better implementation. Pottstown, Pa location.",2,Boston Market
153,2020-03-01 23:52:44,I give up,False,rock165,"This has got to be the worst app for a major restaurant chain by far. Absolutely horrible. 

Account creation or login is a mess. It doesn’t tie in to iCloud passwords which has you scurrying to create a password suitable for pentagon clearance. 

I’ve skipped this app and probably Boston Market altogether.",1,Boston Market
154,2020-03-19 20:56:31,Great food and service!,False,Deboes,"Delicious variety, always fresh and tasty. Not overly salted. Friendly help.",5,Boston Market
155,2020-12-22 01:07:31,Doesn’t even work,False,Mikeymole,Waste of time..... asks for your car make and model for curbside and never continues...hit submit and it asks for car make and model again.,1,Boston Market
156,2020-09-23 15:07:00,My opinion,False,Hootie H.,"Very good food, excelente service and very clean and sanitized environment.",5,Boston Market
157,2020-11-11 18:33:24,Worst app,False,alo176,"I can never place an order through the app because it says “operation time out” after a minute of loading, yet they charge me for it",1,Boston Market
158,2020-03-29 19:35:26,Pekalski,False,fucof,So easy to use for order pkacement.,5,Boston Market
159,2019-11-19 16:59:59,Constant Crashes,False,Chuckthetekkie,When trying to view the cart or being sent to the cart the app crashes. Reinstalling and restarting my phone do nothing to fix this issue.,1,Boston Market
160,2020-08-29 21:02:17,Team,False,cass!r08,Gray service,5,Boston Market
161,2019-10-06 16:32:29,You get no rewards if you order in the store.,False,miTnosnhoJ,You only get rewards if you order on the app. This is basic functionality. Don’t waste your time until this is fixed.,1,Boston Market
162,2021-05-29 17:51:07,Can’t sign up/in,False,Kittemommy,"The title says it all. It won’t allow me to sign up, and when I create an account it won’t let me sign in or change my password. This app is garbage.",1,Boston Market
163,2020-01-03 19:18:48,App doesn’t work,False,dsnla,"Although I enjoy visiting BM, the app does not work in recording points for purchases. I have visited BM several times and no cashier or manager has even been able to get this to work. Very disappointing. Help??",1,Boston Market
164,2019-07-01 00:22:11,Beware,False,TheSaint609,"Beware, you cannot cancel your order through the app. If you are at a store waiting an hour for your food like I was, they can’t refund you (unless they were just incompetent on all aspects).",1,Boston Market
165,2020-09-15 19:44:47,Meal s,False,popps 5.7,The food here is so good and service is great too,5,Boston Market
166,2018-07-04 17:54:46,Henrietta NY A+,False,LQand wife,Very clean. Friendly staff. Manager was extremely friendly. This is a well run restaurant.,5,Boston Market
167,2021-07-30 21:51:12,Honored the Individual Meal Deal,False,Less than 30 days,General Manager and store staff were great!,5,Boston Market
168,2020-05-30 16:43:46,Cannot Pay With Gift Card,False,veritahs,I love Boston Market but there is no where to input my gift card in ‘select payment options’. Please fix !,1,Boston Market
169,2020-03-11 12:44:30,Missingpp!!,False,Marti jns,I get notified of a special offer but cannot find it on the app!!,4,Boston Market
170,2019-12-10 17:17:52,No dine-in options,False,anneg1026,I can’t be the only person who has never placed a to-go order. Why can’t you have the option to scan your dine-in receipt and earn points?,1,Boston Market
171,2018-04-16 00:53:54,Can’t Add Gift Card for Payment,False,Ftwnjp,Had to pay by credit card if not order using the app won’t work.,2,Boston Market
172,2020-07-01 21:41:11,Loved the food..,False,Bettyme24,I always love the spinach and squash with dark meat. 😍,5,Boston Market
173,2019-11-30 16:52:12,Unusable,False,PeterChusid,Tried 5 times in a row but the app just crashes every single time I open the cart after making an order. Useless.,1,Boston Market
174,2019-05-11 08:19:27,Needs Improvement,False,Axe grudge,First I only had one request noted in order: well done & dark chicken on outside. Chicken I received was super light & bloody. Then I ordered curbside pickup. Parked in designated curbside pickup parking spot. Only for staff member to tell me they don’t bring food to cars. Ummmmm ok.,1,Boston Market
175,2017-12-24 19:15:51,Store doesn’t get 4 stars; only app.,False,Km az,App seems fine; store is a disaster.,4,Boston Market
176,2019-11-24 01:02:11,Crash,False,AD-h8ter,"Tried twice to use the app, both times it crashed 1/2 way through the order. I was so annoyed I gave up, then decided to leave this review..",1,Boston Market
177,2021-05-17 15:59:51,Unable to use app,False,Isaac5854773565577,Every time I try to order it says “unknown request error. Try again later”,1,Boston Market
178,2020-10-04 19:52:20,Prices Don’t Match Store Pricing,False,adnapadnam,You pay more to order on-line than you would if you ordered in the store. Not worth it. Don’t use this app.,1,Boston Market
179,2020-05-01 17:00:18,App needs update cannot order curbside,False,Candis K,"I can’t order curbside it doesn’t take my vehicle info, also fried chicken not on online menu",1,Boston Market
180,2019-10-19 00:01:16,Great pictures,False,Dilbert's cousin,"It makes me hungry for rotisserie chicken! The perfect bite is a little rotisserie chicken, gravy, and cornbread.",5,Boston Market
181,2018-04-01 01:55:53,Horrible experience,False,Mufassa0112,Had to go back 3 times because the order was incorrect. No ownership was taking just pointing fingers and it’s not like they were super busy cause no one was in there.,1,Boston Market
182,2020-08-29 14:59:08,This app is full of bugs and error messages,False,eric42069,Can’t place an order with this app. Full of glitches.,1,Boston Market
183,2020-01-05 22:58:31,Complicated Password,False,Cyrano Now,There is absolutely no reason for a food app to require a tougher password than my banking app. Jesus Christ 8 characters one Upper one Lower one number and one special character???? I’m ordering chicken not a missile strike!,1,Boston Market
184,2019-09-20 14:37:35,Great Rewards,False,Javvbbctthgv,Love the App.  Very user friendly.  Great Rewards too!,5,Boston Market
185,2021-07-08 19:08:08,Love it,False,fbbcb1122,Easy to use it,5,Boston Market
186,2018-11-17 22:56:44,Very good food -  very good app!,False,JIMMYKUZ,We think the food and app are very good!,5,Boston Market
187,2021-09-07 22:47:47,App is broken,False,Navesauce,Can’t even check out. Says my total doesn’t match the amount on my payment method.,1,Boston Market
188,2018-12-08 05:36:15,Not worth it. No time saved.,False,subshel,The manager and employees told me that they don't assemble the order until you go in. Might as well order it inside. No time saved.,1,Boston Market
189,2019-11-14 16:52:40,Unknown Request Error,False,SFofCALiUSA,"I can’t login in the app. However, I am able to login at their website. 

This app stinks",2,Boston Market
190,2017-09-11 01:09:36,Love it!,False,Claire622,Fast and easy to use!,5,Boston Market
191,2021-07-22 23:44:57,Great app,False,Motor town hard worker,Nice deals great value,5,Boston Market
192,2021-03-12 04:38:56,Not receiving my points,False,angelvillalona,I spent like $30 and points still not going to my account,1,Boston Market
193,2019-11-12 03:05:02,Absolutely horrible,False,MK242013,"App does not work. Cannot order, very buggy and does not apply rewards. Also the pricing is flat out wrong.",1,Boston Market
194,2019-09-15 22:34:47,Awful,False,csgexec,Installing latest version cleared my credentials and selecting Forgot Password does nothing - just a blank page. Doesn’t anyone QA their work anymore???,1,Boston Market
195,2021-08-08 00:10:51,Can’t order curbside,False,usrsrcben,"App keeps asking for vehicle details. Thus, I can’t complete an order. The store only allows curbside right now LOL.",1,Boston Market
196,2018-11-02 16:35:35,The worst user experience I’ve encountered.,False,farciniegas,"The font is too small to be useful. 
The navigation is very confusing. 
The selection menus don’t make sense, and after that there are no options but to quit. 
No real online ordering. 
No concise location mapping. 
But the worst thing of all is the teeny tiny font. It’s truly a horrible experience.",1,Boston Market
197,2020-08-25 23:17:25,My go 2 meal,False,Myjourni,Excellent home cooked meal to fuel evening dinner!,5,Boston Market
198,2020-09-12 15:26:29,CtByrnes,False,CtByrnes,Delicious food great service.! Great store!,5,Boston Market
199,2021-07-07 19:02:38,App is broken,False,Rice4904,"Unless, can’t order online anymore due to cornbread error…",1,Boston Market
